inj_dosage    : [0.5]
T_delay       : [28]
meas_protocol : 4d
mouse_1,mouse_2
0.669326867314469,0.20831450604167115
3.5555136541381533,2.8203626040707857
4.404542235858328,5.722599477482904
4.593458337638082,8.611225011413982
4.6635078620027866,9.28325600030646
5.535247879506497,9.285749715292983
5.764455962852866,14.881658124880964
6.189281191798593,15.296464455123694
7.109830523787512,19.0476227567448
7.20934080845769,22.3320607310783
7.435776739284,22.81440175182809
7.913985299630544,26.60408628481705
8.041791455165509,28.69567245965798
11.717064815785424,45.675088454874356
13.482906408752793,54.23998031292053
13.606763892045961,72.27458611286366
13.64356549659231,159.75955940881624
14.418542750949925,164.26126290213108
15.085847627443126,185.2549531020185
17.611626948464856,259.9844955623358
17.743398989153928,424.6699120209914
18.315049761012023,447.7511028336737
19.558568092136184,
19.72378899134293,
19.90017132705794,
22.67457649611371,
34.17146417986908,
34.391055906372834,
37.431689403318096,
37.58383420593237,
38.36885042202224,
41.606249108351996,
44.63132351851123,
50.4056849246405,
53.812867227683995,
58.12112842472429,
58.97432192264066,
61.6528451319787,
61.93705595436686,
74.90792810191662,
76.46224318830718,
77.79939286979125,
84.55620360149783,
85.30792674729918,
88.06607807517884,
103.45873508043358,
105.97726338310774,
114.31564307318833,
126.3172134303835,
133.48313441156225,
140.59775247634562,
146.84751046587442,
147.40120178450897,
150.0719369893929,
151.4919607565042,
168.93606322220276,
187.57294178575805,
226.51046552193537,
257.14406869358356,
259.46995069871764,
261.7861877522703,
321.50580879183866,
463.603231586981,
